Vintage,Winery,Label,Variety,Region,Country,Wine Type,Merit,Value,Best,%Alcohol,Qty,Qty/Case,Bottle Size,Price,User Notes 1,User Notes 2,Location,UserField3
2014,Obsidian Cellars,Reserve Pinot Noir,Pinot Noir,Willamette Valley,United States,R,,,2022,,4,,750 mL,$40.00,The Obsidian from 2012 was a very nice wine  2013 was skipped because of the weak vintage (they only release their signature label in the better vintages) and 2014 is their best Pinot Noir yet. This is a blend from their top estate vineyards in the Willamette Valley which include Daffodil  Wolf Hill and Newton. I recently met in the Willamette Valley and sampled a large selection of their barrels with the winemaking team and this vintage shines on every front. The weather completely cooperated and helped produce rich and delicious wines that are lush and fruit forward. This wine is grown in unique soil that is well known for the Obsidian  as it is for red volcanic Jury soil. Obsidian is naturally occurring volcanic glass. When lava from a volcano cools rapidly  it causes an “obsidian flow.” This sharp edged glass is a big part of the history of the Willamette Valley  as Native Americans utizlied it extensively to create cutting tools. This wine is too delicious to not enjoy now  but it certainly has a long-term ability to age  and will gain complexity. This tiny production 100% Pinot Noir is a rich and generous red that includes a dazzling inner core of loaded  fresh cut fruit. It is predominantly red cherries  with red raspberries  crème de cassis  and wild strawberries  with touches of red flowers  smoke and a spice box. It finishes quite nicely. Sampled in the summer of 2015 in barrel  and the fall of 2015 in bottle with consistent tasting notes., ,Pinot/Burgundy Rack,Row 1/bin 1
2014,Tuli Wines,Sonoma Pinot Noir,Pinot Noir,Sonoma County,United States,R,,,2020,,5,,750 mL,$25.99,Beverage Dynamics-Sonoma County  CA- "Intoxicating aromas and flavors of dark fruit  black cherry  floral notes and plum. This pinot noir delivers an exuberantly plush mouthfeel while displaying serious nuance and harmony.", ,Pinot/Burgundy Rack,Row 2/bin 1
2013,Dom. Chante Cigale,Vielle Vignes Chateauneuf-du-Pape,GSM-70-20-10,Chateauneuf-du-Pape,France,R,,,2025,,2,,750 mL,$65.00,WA: One of the more voluptuous  textured and layered efforts  it offers fabulous minerality in its crushed rock  ground herbs  mulled blackberry and kirsch-driven aromas and flavors. It has a rocking core of sweet fruit and integrated acidity.", ,Rhone Rack,Row 1/bin 3
2015,St. Cosme,Cotes-du-Rhone,Syrah,Southern Rhone Valley,France,R,,,2020,,1,,750 mL,$16.00,Smoked meat  wild raspberry black pepper, ,Wine Chest,Rack on top
2011,Scancio,Private Selection Vinhas Velhas Red Blend,Touriga Nacional-50/Franca-30,Douro,Portugal,R,,,2025,,4,,750 mL,$50,WE: A selection of old vines has given an intensely structured wine. It is packed both with tannins and concentrated black fruits. The density of the ripe fruits show how well the wine is maturing. Drink from 2017., ,Wine Rack 2,Row 2/bin 2
2013,Dom. du Grand Montmirail,Gigondas,GSM 60-30-10,Southern Rhone Valley,France,R,,,2024,,3,,750 mL,$65.00,RP: This wine comes all from higher elevation sites and was aged in 30% new French oak. It's a solid  well-made and borderline outstanding effort that offers notions of spice-box  leather  mulberry  red currants and white pepper. Medium-bodied  nicely balanced and with plenty of texture  it shows the vintage's more fresh and focused style  and will benefit from a year or two in bottle. It should drink nicely through 2023., IWC: The 2013 Domaine du Grand Montmirail Gigondas is a fantastic showing  offering fresh  clean character  with aromas of red and black fruits along with olive  wild herbs and pepper. This medium to full-bodied red is backed by a lovely layer of acidity and shows notable concentration through the finish. An excellent effort which is already drinking quite well. ,French Rack,Row 3/bin 1
2012,E. Guigal,Cotes-du-Rhone,Syrah/Shiraz,Southern Rhone Valley,France,R,,,2022,,1,,750 ml,$15,RP: a smokin’ value that offers classic southern Rhone notes of peppery herbs  smoked earth and almost chocolatey dark fruits. Medium plus-bodied  concentrated  with both fine tannin and bright acidity  it will deliver the good for at least 5-7 years.” ,  Route National 69420  Ampuis France,,
2015,Tuli Wines,Sonoma Pinot Noir,Pinot Noir,Sonoma,United States,R,,,,,1,,750 mL,$26.00,, ,Josh's Rack,
2012,Dom. du Grand Tinel,Cuvee Alexis Establet Chateauneuf-du-Pape,!00% Grenache,Chateauneuf-du-Pape,France,R,,,2025,,4,,750 mL,$90,WA: 93. The 2012 Châteauneuf du Pape Alexis Establet is a knockout effort that has fabulous fruit intensity  medium to full-bodied richness and a sexy  voluptuous style. Coming all from 100+-year-old Grenache vines planted in sand and pebble soils  and aged 12 months in foudre and oak tanks  it gives up notions of black raspberry  mulled blackberries  crushed flowers and herbes de Provence. Domaine du Grand Tinel is run with considerable success by the Jeaune Family  with consulting advice from Philippe Cambie. A large estate  it covers over 130 acres spread throughout the appellation. They produce an outstanding white as well as two Chateauneufs in most vintage  a classic cuvee made from mostly Grenache  and the cuvee Alexis Establet  which is 100% Grenache from ancient vintage. Elevage here is a mix of modern and traditional  with the grapes completely destemmed and aging occurring mostly in foudre  with some stainless steel and small barrels. Importer(s): Serge Dore. , WS: 92. A pure  ripe core of kirsch and cherry paste is backed by notes of violet  pastis and bergamot. Singed mesquite details lend a fine-grained feel to the finish  while lavender and iron accents stay well-buried. Best from 2015 through 2027. –JM  AG: 92. Full ruby. An intensely perfumed bouquet evokes ripe black and blue fruits  candied flowers and licorice  with a minerally element adding lift and focus. Smooth and broad in the mouth  offering sweet blackberry and boysenberry flavors accented by a jolt of white pepper. Closes supple and warm  with excellent cling and gentle framing tannins. Drink through 2026. ,Rhone Rack,Row 3/bin 1
2012,Dom. Tour St. Michel,Cuvee du Lion Chateauneuf-du-Pape,GSM 75-20-5,Chateauneuf-du-Pape,France,R,,,2023,,6,,750 mL,$57.00,RP: More concentrated  youthful and pure than the Cuvee des Deux Sœurs  the smoking 2012 Châteauneuf du Pape la Tour du Lion boasts terrific notes of kirsch  blackberry  roasted meats and Asian spice. Made from 75% Grenache  20% Syrah and 5% Mourvedre  aged 12 months in 20% barrels and 80% concrete. ,  Antonio Galloni's Vinous Media: 91. Drinking window: 2017 - 2023 Ruby-red. Sexy red berry liqueur and floral pastille aromas accented by peppery spice and mineral elements. Taut  racy and focused on the palate  offering zesty redcurrant and raspberry flavors but no rough edges. Juicy and approachable Châteauneuf with strong finishing thrust  silky tannins and enticing lingering sweetness.   By Tour Saint-Michel: Domaine Tour Saint Michel was first established in 1930 by Michel Fabre. The estate takes its name from the tower on the property which you see as you enter the estate and of course  on the logo which appears on the bottles. The Southern Rhone Valley property has remained in the hands of same family after having been passed down through three generations of the Fabre family. Since 2002  Mireille has been in charge of managing Domaine Tour Saint Michel. Domaine Tour Saint Michel owns 36.6 hectares of vines in Chateauneuf du Pape. 35 hectares are used in the production of red wine. 1.3 hectares are used to plant grapes to produce Chateauneuf du Pape Blanc. Domaine Tour Saint Michel also owns 5 hectares in the Cotes du Rhone appellation.   Vineyard and Winemaking Notes The Chateauneuf du Pape vineyards of Domaine Tour Saint Michel has a terroir filled with rocks  gravel  pebbles and loam soil. The grapes are 100% destemmed. Domaine Tour Saint Michel produces three red Chateauneuf du Pape red wines and one Chateauneuf du Pape Blanc in a modern style.   Tasting Notes Black cherry liqueur  rich textures and a wave of licorice coated  black cherries in the sweet  finish. Made from a blend of 75% Grenache  20% Syrah and 5% Mourvedre. [Information provided by Olivier Nouet]beautifully Provencal  medium to full-bodied  polished effort that will evolve gracefully for 10-12 years. This was a rock-star lineup by Mireille Porte  and these wines go from strength to strength across the lineup. Located in southern part of the appellation  she releases two classic cuvees  the Cuvee Des Deux Sœurs and the Cuvee du Lion  and a more modern-style cuvee called Feminessance. They’re all highly recommended. 211-239 41st Street Brooklyn  NY 11232-2811,French Rack,Row 2/bin 1
2013,Rymill Wines,The Yearling Cabernet Sauvignon ,Cabernet Sauvignon,Coonawarra,Australia,R,,,2018,,1,,750 mL,$30.00,By James Halliday, Rymill Coonawarra The Yearling Cabernet Sauvignon 2013 Rating: 92 Drink By: 2018 Date Tasted: 27 Oct 2014 Alcohol: 13.50% Winery: Rymill Coonawarra Region: Coonawarra Variety: Cabernet Sauvignon Vintage: 2013 JH: It's hard to expect more from a one-year-old Coonawarra cabernet; it is full of fresh cassis and red currant fruit  fearsome cabernet tannins nowhere to be seen  instead the length comes from delicious cabernet fruit. A standout bargain.,Wine Rack 2,Row 4/bin 1
2013,Justin Wines,Isosceles Reserve,Cabernet Sauvignon,Paso Robles,United States,R,,,2025,,4,,750 mL,$121.00,A gift from Brett and Jean  Dec. 2016. The reserve is made for sale to Isosceles members only. 24 months in French oak  another 9 months in bottle. shipped in november 2016  should rest at least a year or two  according to the winemaker.  We enjoyed a few bottles with Ernie and Z at Brett's house on Dec. 29 with spectacular steaks.  Wowsers., Added three bottles in June 2017 when Brett and Jean retired and moved to Florida. ,Wine Chest,Row 3/bin 3
2014,Pollak Vineyards,Cabernet Franc,Cabernet Franc,Virginia,United States,R,,,2022,,1,,750 mL,$28.00,Winemaker sez it needs several years of rest...optimal drinking window is 2022-25.,A gift from Chris and Ethan Lindbloom Dec. 2016. To a good year of returns during our first year of retirement. ,Wine Rack 3,Row 1/bin 4
2015,Phebus,Malbec,Malbec,Mendoza,Argentina,R,,,,,1,,750 mL,,,W. J. Deutsch & Sons Ltd. 108 Corporate Park Drive White Plains  NY 10604,,
2014,Paradise Springs Winery-Clifton,Cabernet Sauvignon,Cabernet Sauvignon,Virginia,United States,R,,,2020,,2,,750 mL,$38.00,,We found this winery during a tasting courtesy of Sharon and Dave Park on Feb. 1  2017.  ,Wine Rack 3,Row 1/bin 4
2013,Paradise Springs Winery-Clifton,Meritage,Cab Sauv  Cab Franc  Merlot  Malbec  Petit Verdot,Virginnia,United States,R,,,2022,,1,,750 mL,$38.00,, ,Wine Rack 4,Row 1/bin 3
2014,Paradise Springs Winery-Clifton,Chardonnay,Chardonnay,Virginia,United States,W,,,2020,,2,,750 mL,$35.00,, ,Wine Rack 4,Row 1/bin 3
2014,Paradise Springs Winery-Clifton,Norton,Norton,Virginia,United States,R,,,2020,,2,,750 mL,$45.00,, ,Wine Rack 3,Row 1/bin 4
2013,Luigi Bosca,Cabernet Sauvignon,Cabernet Sauvignon,Mendoza,Argentina,R,,,2019,,2,,750 mL,$18.99,,Frederick Wildman & Sons Ltd 307 E. 53rd St.  3rd Floor New York  NY 10022-4996,Wine Rack 4,Row 3/bin 1
2012,Vina Vilano,Crianzo (Ribera del Duero),Tempranillo,Ribera del Duero,Spain,R,,,2028,,5,,750 mL,$19.99,Aromas of molasses  wood grain  blackberry and cassis are alluring. Bright  bold and energetic across the palate  this Crianza from a warm  dry year offers toasty oak  chocolate  spice  licorice and black-fruit flavors. As it moves towards the finish  toasty  blackened notes along with hints of mocha rise up. Drink from 2018–2028.,Keeler & Dunkel  Inc. 21010 Center Ridge Road Cleveland  OH 44116,Wine Rack 1,Row 2/bin 1
2013,Mascota Vineyards,Unanime Red Blend,60-25-15 Cab-Malbec-Franc,Mendoza,Argentina,R,,,2022,,5,,750 mL,$28.99,James Suckling: This is real wine for the money that shows so much depth of fruit and silky tannins. Full body yet refined and beautiful. Superb length. , ,Wine Rack 3,Row 2/bin 3
2012,Cave Ridge Vineyard,Syrah,Syrah,Shenandoah Virginia,United States,R,,,2021,,1,,750 mL,$30,100% Virginia-grown Syrah...great with meat  roast chicken. , ,Wine Rack 3,Row 1/bin 4
2013,Quinta da Foz,Grande Reserva Douro,Field blend,Douro,Portugal,R,,,2025,,3,,750 mL,$80.00,Seriously dense and with signs of extraction  this is a powerful wine. Its big black fruits give it richness while there is also fine juicy acidity. It comes from vines over 100-years-old grown on the spectacularly steep slopes of the quinta. The wine is still young  so don't drink before 2019., ,Wine Rack 2,Row 1/bin 1
2011,Podere La Regola,Super Tuscan Red Blend,85-10-5 Cab-Merlot-Petit Verdot,Tuscany,Italy,R,,,2022,,3,,750 mL,$55.00,AG: The 2011 La Regola is dark  powerful and explosive. Black cherries  blackberry jam  cloves  leather and graphite all jump out in a flashy  exuberant wine that captures the personality of the year. The blend is 85% Cabernet Franc  10% Merlot and 5% Petit Verdot. -, ,Wine Rack 1,Row 4/bin 3
2015,Naked Mountain Vineyard,Chardonnay,Chardonnay,Virginia,United States,W,,,2020,,1,,750 mL,$20.00,,Naked Mountain Vineyard 2747 Leeds Manor Road Markham  VA 22643,Refrigerator,
